0,70.5404
1,35.306
2,61.7239
3,86.2161
4,6.20957
5,42.8757
6,64.1811
7,82.9733
8,64.0994
9,64.6395
10,35.0347
11,97.8404
12,83.5193
13,2.42602
14,88.6744
15,26.0319
16,3.06263
17,62.457
18,20.8053
19,63.3352
20,23.6306
21,25.3254
22,90.6388
23,29.2143
24,39.3174
25,4.12934
26,46.0434
27,61.0583
28,0.562106
29,66.2688
30,29.6988
31,90.9906
32,13.6314
33,43.517
34,99.2763
35,76.2403
36,23.5918
37,46.4771
38,41.4314
39,27.0251
40,99.4691
41,37.972
42,97.2879
43,24.5186
44,36.7684
45,50.7456
46,91.2076
47,51.9368
48,6.11237
49,47.1572
50,82.1701
51,34.4948
52,56.5717
53,80.2302
54,56.8583
55,75.3805
56,58.8932
57,84.1754
58,31.8845
59,12.1279
60,24.5385
61,18.0564
62,73.337
63,71.612
64,94.4084
65,25.4686
66,64.9535
67,66.0098
68,77.3205
69,6.89126
70,41.9511
71,11.6297
72,90.0114
73,19.9662
74,79.1968
75,65.14
76,95.4528
77,17.9792
78,13.7726
79,62.9599
80,38.6852
81,32.1046
82,9.03556
83,23.1366
84,70.0078
85,46.0814
86,96.3821
87,33.7217
88,46.1524
89,85.8117
90,56.3126
91,7.22032
92,21.1331
93,90.0139
94,25.1328
95,37.3912
96,14.6861
97,86.8051
98,93.3349
99,46.004
100,23.3476
101,11.6568
102,58.635
103,62.5038
104,34.3762
105,13.2257
106,70.4566
107,54.8649
108,72.0948
109,60.1373
110,20.2084
111,27.9238
112,81.8143
113,83.2049
114,0.391254
115,76.3904
116,28.1542
117,26.131
118,3.64933
119,38.6796
120,24.9538
121,50.0134
122,59.8499
123,63.2605
124,45.1498
125,66.1836
126,34.933
127,87.8039
128,59.2259
129,56.7679
130,47.8739
131,57.7975
132,22.4932
133,61.8833
